33,"Cambodia",132932026,25956633348,0.0113,49453.2399999998,140360.2560000027,3691.9799852371216,102522.48623657227,419340.81599999376,919.511971950531,108081.35952758789,4111642784,9643091200,42.6382
34,"Cameroon",132210911,43211711016,0.0049,34569.83000000005,78769.97999999949,2970.612045764923,4233.779837608337,378735.22800000466,871.5240361690521,91780.92141723633,63789204,124168712,51.3730
35,"Canada",4055102031,59911843024,0.0838,55141.09999999966,6289.646000000057,16821.72589302063,0,164523.2419999976,1447.3820312023163,128425.94047546387,16581919062,87579279983,18.9336
36,"Cape Verde",62203754,918214776,0.0481,52780.46999999975,209877.83999999403,5320.476056098938,0,282075.0120000053,1029.4200332164764,112973.0451965332,10557270,28244587,37.3780
37,"Cayman Islands",24095302,106381656,0.0264,0,397055.80799999856,0,0,0,0,129908.15716552734,5287312,12327845,42.8892
38,"Central African Republic",16971603,8636521104,0.0016,26198.210000000025,11577.491999999815,3484.547887802124,25701.44499206543,674505.3959999966,614.5560228824615,82477.43811035156,61585124,73101000,84.2466
39,"Chad",8162135,27435686976,0.0009,39799.72999999999,18317.484000000055,2238.4079689979553,9006.263751983643,434980.2599999942,616.1040029525757,83963.5225982666,50420259,140069916,35.9965
40,"Chile",4391253584,30346583328,0.2042,56320.06999999988,37588.53599999912,10740.024312973022,0,198133.1639999951,1317.3480169773102,124118.64047241211,10374509662,30944353974,33.5263
41,"China",47270409190,2207273633280,0.0029,80351.27999999914,228599.35199999873,9178.091846466064,0,405419.65199999016,1178.0279653072357,119056.68566894531,73122752000,1712764057700,4.2693
42,"Colombia",6655086019,80300995344,0.1935,55529.00000000085,68457.20399999914,6674.9756870269775,101217.53045654297,192323.5199999978,1187.3160302639008,119644.92141723633,5802714408,13622574899,42.5963
43,"Comoros",8618283,1295340084,0.0141,0,677020.8959999962,2671.84792470932,24108.55255508423,404826.7680000046,857.5920310020447,99567.35952758789,5321191,12682906,41.9556
44,"Congo",25882957,9242225640,0.0043,47710.03000000029,23846.93999999974,3193.523943901062,74248.27308654785,532657.5119999917,888.5520014762878,99954.35952758789,5108074,16093094,31.7408
45,"Costa Rica",1052924772,8019934128,0.1150,47464.559999999605,148730.29199999772,8814.311639785767,129785.87329101562,213582.2039999978,1253.8800036907196,124273.43811035156,228998118,610119336,37.5333
46,"Cote d'Ivoire",91998095,43592528304,0.0019,27264.530000000064,118265.65200000258,2448.936026573181,29955.34774017334,470189.5199999906,832.823980808258,89443.43811035156,175392227,612666548,28.6277
47,"Croatia",1142126700,6238998828,0.2746,36610.7900000003,114127.84799999761,20206.04469680786,0,392854.53600000823,1317.3480169773102,121502.51669311523,1040515370,2823937824,36.8463
48,"Cuba",1054201203,17356482504,0.0473,52621.76000000015,170911.5839999968,15045.01178741455,131886.5009765625,295618.4639999924,1212.0839881896973,121982.4047241211,6076598509,24506945142,24.7954
49,"Curacao",40814331,295935804,0.0938,0,561372.9119999764,15585.263751983643,0,0,0,122106.23574829102,38340473,92495552,41.4512
50,"Cyprus",510279592,1387018836,0.0830,49425.28999999997,197613.0360000064,13255.523574829102,0,218532.70800000257,1373.07603764534,125357.0451965332,73366404,188496747,38.9218
51,"Czechia",4253590835,16381118390,0.2745,43277.98000000003,214131.7360000071,18076.37988090515,0,355104.0849999866,1404.8999627828598,123912.17571258545,6488771475,16730419174,38.7843
52,"Democratic Republic of Congo",94842336,153267814368,0.0010,41025.43999999991,55540.69200000106,2701.260007381439,6922.656188964844,493733.0520000122,743.0399833917618,93932.64047241211,111800953,185300704,60.3349
53,"Denmark",2756316083,9105736932,0.0808,38701.85000000017,211332.95999999513,19079.09970474243,0,177659.31600000095,1455.1199963092804,125233.20236206055,547352064,1549786550,35.3179
54,"Djibouti",17853419,1735077348,0.0125,43665.27999999966,63909.18000000253,3684.240177154541,0,399441.2760000104,811.1519830226898,103886.28094482422,11288218,13783019,81.8995
55,"Dominica",12770628,112629384,0.0541,43665.84000000048,152581.71599999984,0,0,351978.04799999023,1148.6159749031067,116100,2062811,4721992,43.6852
56,"Dominican Republic",654144326,17382214908,0.0304,49365.659999999596,345007.40400000534,6840.612230300903,85421.73477172852,412778.8439999918,1170.287972688675,114675.84283447266,3085343905,8006946662,38.5333
57,"Ecuador",993894176,27865551096,0.1445,52322.22999999962,103621.57199999808,6900.984283447266,124822.98330688477,217413.50400000357,1174.9320051670074,119211.48330688477,4944680115,12151626804,40.6915
58,"Egypt",532638439,171812668608,0.0156,47427.25000000004,151702.45200000078,4475.268050193787,139052.20138549805,813368.7360000026,1094.4360265731812,111440.51669311523,2308556718,6205654190,37.2009
59,"El Salvador",191006968,9808736364,0.0461,45384.81000000011,476491.4279999859,8385.515716552734,140326.20236206055,258972.6600000086,1041.8039660453796,113499.35952758789,423888184,1025170782,41.3481
60,"Equatorial Guinea",18110436,2592769968,0.0081,0,69960.31200000235,2712.0959601402283,38142.71905517578,313952.9759999989,916.4160118103027,90929.5225982666,10472080,26882570,38.9549
61,"Eritrea",10150088,5702895468,0.0016,0,68582.59199999769,3360.7080059051514,0,481598.2799999845,710.5319867134094,102663.35952758789,0,0,\N
62,"Estonia",518344021,2063355584,0.1291,35092.06000000019,48287.34800000115,20991.99627304077,0,397665.3640000047,1387.9520304203033,122519.43667602539,834526805,1969210975,42.3787
63,"Eswatini",71783282,1860200640,0.0800,53247.69000000022,123053.61599999786,2856.0600442886353,37302.156188964844,516158.92799998546,945.8280022144318,93174.11787414551,16361012,34000504,48.1199
64,"Ethiopia",513719710,190992128544,0.0042,49360.95999999938,162473.43599999577,3193.523943901062,12322.080059051514,282717.43199999724,750.7800221443176,103096.79763793945,403373751,2111954044,19.0996
65,"Faeroe Islands",28024116,82225116,0.0285,30211.390000000032,54656.78399999893,0,0,0,0,124877.15716552734,3731565,8612023,43.3297
66,"Fiji",63361780,1439282412,0.0560,59210.01999999993,76721.97600000048,5083.631875991821,0,639045.3599999935,1150.1639549732208,104397.12377929688,50752321,125446455,40.4574
67,"Finland",1126964052,8577073260,0.0830,35641.16000000013,28074.52799999938,20532.671905517578,0,237628.8360000073,1452.0240361690521,126796.68566894531,445678561,1807719347,24.6542
68,"France",30363182528,104974524000,0.1680,46330.710000000014,189750.74400000146,20246.29273223877,0,133220.8799999975,1394.7480354309082,127957.68566894531,37979068024,102952720068,36.8898
69,"French Polynesia",72958779,474140016,0.1363,0,119697.55199999565,7109.963899612427,0,0,0,120217.68566894531,7593964,17281651,43.9424
70,"Gabon",50400184,3698167356,0.0087,52019.100000000195,12165.73200000036,4606.8481092453,0,402428.9160000051,1088.2440140247345,102895.56188964844,6750073,14821139,45.5436
71,"Gambia",13306543,4188880260,0.0095,36040.47999999964,321312.16799999407,2193.516085624695,12192.047887802124,513053.63999999064,767.8079874515533,96053.39881896973,8418217,14700467,57.2650
72,"Georgia",1613356042,5796307980,0.2795,47694.65999999977,100669.53600000287,15857.712673187256,0,768145.463999991,1256.9759638309479,114195.9548034668,206735588,478298998,43.2231
73,"Germany",28540467291,129056512320,0.1304,48270.160000000134,366900.7680000045,24701.43565750122,0,241703.1719999955,1465.9560413360596,125898.84283447266,39910417195,109617918285,36.4087
74,"Ghana",184321932,51820646760,0.0030,46669.23000000021,196161.0120000041,3015.5039291381836,63540.75736999512,461683.2599999941,945.8280022144318,99180.35952758789,261185234,556044211,46.9720
75,"Gibraltar",17811575,50583996,0.2413,0,5351590.799999955,0,0,0,0,123731.64047241211,7959419,19047549,41.7871
76,"Greece",3973213945,16200556320,0.2010,57588.8499999999,130227.2400000047,22657.44026184082,0,274084.20000000816,1385.2800178527832,128294.39666748047,7297722799,19875930150,36.7164
77,"Greenland",9761214,87452712,0.0186,33691.810000000245,212.07600000000068,0,0,309508.6679999943,0,110991.5952758789,2665807,6166074,43.2335
78,"Grenada",15710081,194210532,0.1081,0,490920.3359999924,7772.507858276367,0,377656.27199999546,1205.8919756412506,112075.20236206055,2718127,6440866,42.2013
79,"Guam",42941063,265920084,0.1476,0,470790.1440000157,8503.164047241211,0,480647.80799999466,0,123948.35952758789,0,0,\N
80,"Guatemala",1058535938,27622378872,0.0729,58589.469999999645,244327.03200000335,4668.768050193787,118677.42141723633,241330.10399999117,1026.323980808258,115016.4047241211,1170005213,3221764974,36.3157
81,"Guinea",41942994,21454272252,0.0022,57825.63999999932,80116.73999999986,2682.6840620040894,27012.601181030273,521237.9160000054,738.3959970474243,95356.79763793945,153118753,434860738,35.2110
82,"Guinea-Bissau",9484478,3259437840,0.0056,0,102463.6680000027,2422.6200885772705,9911.843811035156,592069.7519999957,743.0399833917618,90279.35952758789,9761014,24490872,39.8557
83,"Guyana",65598600,1251909396,0.0995,57210.259999999624,6117.696000000231,4391.675834655762,119442.12670898438,577650.1319999923,1055.735971212387,108220.68566894531,27637728,72472500,38.1355
84,"Haiti",35363410,17933584644,0.0050,48388.30999999996,616797.5039999794,4572.791994094849,35391.92534637451,666488.3039999923,789.4799852371216,99072,7113441,16418951,43.3246
85,"Honduras",484212608,16150064184,0.0743,68881.07999999911,128182.13999999492,4462.883840560913,130293.61001586914,371841.9839999994,981.4320051670074,116517.9548034668,274138177,708069763,38.7163
86,"Hong Kong",0,11435493801,0.0000,63071.699999999764,10749643.277999744,15511.265988349915,0,0,1449.1230014562607,129581.22093200684,4945795227,13744881889,35.9828
87,"Hungary",1992851891,15429386592,0.3174,40051.01000000019,167250.56400000435,18538.84774017334,0,430802.20799998526,1321.9919571876526,119010.23574829102,1605715338,892188028,179.9750
88,"Iceland",161284892,577253844,0.0242,33552.85000000028,5269.392000000152,14252.43565750122,0,182651.61599999774,1469.0520014762878,128468.51669311523,21491957,51942584,41.3764
89,"India",46404591135,2212207240320,0.0257,63420.25000000045,703104.0589999923,5329.254053592682,92957.54880905151,440639.08000001666,1006.8449702262878,108739.26571655273,781112778886,1852454414286,42.1664
90,"Indonesia",6313426771,426476080512,0.0381,59675.67000000011,225582.30000000593,4726.04395866394,99387.79568481445,530753.472000001,1111.4639918804169,111022.56188964844,37878015963,77948522932,48.5936
91,"Iran",7536107768,137076279264,0.1144,65033.06000000025,77138.38799999967,4925.735878944397,0,418436.784000007,1212.0839881896973,118700.64047241211,8651305569,21579318120,40.0907
92,"Iraq",2555953930,68879999952,0.0419,63984.999999999694,136417.5,3029.436026573181,146403.6424255371,338411.3760000025,1043.352038383484,109288.79763793945,427074581,1082797012,39.4418
93,"Ireland",1463438406,7775771184,0.1176,46627.069999999694,108164.95199999918,13433.544696807861,0,195758.53200000318,1478.3399741649628,127400.4047241211,3712584540,9738980792,38.1209
94,"Isle of Man",30869242,130858632,0.0878,0,228905.8560000039,0,0,0,0,126007.20236206055,11038204,29238064,37.7529
95,"Israel",4080209729,14627052000,0.0850,47438.609999999324,623234.0880000257,11391.732318878174,0,144459.36000000572,1422.612045764923,128437.56188964844,4596989385,12735673809,36.0954
96,"Italy",20148501718,91980381376,0.2195,57303.29000000038,320728.3219999955,25301.9196434021,0,176289.25800000352,1389.736030459404,130108.58332824707,39907795940,112298543444,35.5372
97,"Jamaica",142521382,4376787336,0.0734,59161.87000000017,413128.6920000023,9891.719793319702,102825.9047241211,319719.2760000086,1136.2320420742035,115279.56188964844,191291129,392377889,48.7518
98,"Japan",20312908614,191877225408,0.0265,44232.570000000575,538360.3439999928,28627.16404724121,0,122864.75999999758,1422.612045764923,131007.23574829102,64022549042,183641193499,34.8628
99,"Jordan",1662291134,17470534500,0.0852,45221.20000000047,169173.1800000043,3654.828094482422,0,322381.83600000193,1128.4919571876526,115372.43811035156,592787108,1323570689,44.7870
100,"Kazakhstan",1442783597,30028100904,0.0648,56160.459999999606,10342.187999999926,7159.5,153250.4528503418,722594.0160000122,1277.099981546402,113932.79763793945,3140464085,3623784535,86.6626
101,"Kenya",353461208,83634545232,0.0073,56498.299999999836,135177.55199999496,2365.3439955711365,38159.74655914307,338450.0759999896,930.3480169773102,103251.5952758789,823401085,2066060051,39.8537
102,"Kiribati",3344456,203154876,0.0070,27612.240000000096,222449.14800000127,3421.0800590515137,0,672849.0360000089,975.2399926185608,105836.76425170898,1065426,2941577,36.2196
103,"Kosovo",258073898,2758714020,0.1285,53046.619999999944,260303.93999999834,0,0,0,0,0,324699676,729933970,44.4834
104,"Kuwait",669231816,6608235528,0.0441,53202.38999999963,359334.144000008,1724.4719424247742,0,204699.77999999275,1247.687991142273,116858.51669311523,422522605,1044825806,40.4395
105,"Kyrgyzstan",81755223,10264201308,0.0092,50435.21000000043,50051.48399999877,4461.335952758789,138112.56188964844,675488.3759999988,1078.9560413360596,110604.5952758789,790620069,2093051767,37.7736
106,"Laos",176430403,11655630396,0.0048,50570.76999999977,45998.81999999859,3594.4560413360596,77150.77308654785,569835.8279999887,948.92396235466,105140.15716552734,271749602,568620611,47.7910
107,"Latvia",787325858,2864812392,0.2321,38895.57999999986,48316.17599999946,21882.527503967285,0,541892.8799999997,1340.5679948329926,116548.92141723633,434642309,923635334,47.0578
108,"Lebanon",1171747480,8498123712,0.1339,56841.999999999716,920380.427999983,8405.639734268188,0,412682.8680000016,1151.712027311325,122183.64047241211,521471815,1239009378,42.0878
109,"Lesotho",33705739,3569418648,0.0205,48109.649999999936,113873.97600000302,4097.556115150452,3277.116159439087,627135.048000002,815.7960155010223,84102.84283447266,15949540,21060351,75.7325
110,"Liberia",8140005,8208564120,0.0040,49682.42000000077,76048.59599999903,2718.288064956665,1839.023943901062,421843.93200000835,743.0399833917618,99226.79763793945,44721261,54160620,82.5715
111,"Libya",503355321,10545508512,0.0629,62226.35999999984,5608.403999999876,4359.1679763793945,0,529202.3760000136,1120.7519645690918,112864.68566894531,81860014,275909321,29.6692
112,"Liechtenstein",17272816,60921540,0.1512,38824.27000000005,366894.57599998894,0,0,0,1422.612045764923,127694.51669311523,0,18520110,0.0000
113,"Lithuania",1122831499,4290090480,0.2182,39477.28000000002,70410.6000000004,21493.679809570312,0,535062.8400000002,1375.920045375824,118450.80047607422,1580079832,3714880947,42.5338
114,"Luxembourg",302125591,1002486348,0.0979,41299.31000000006,358279.9559999859,15235.416011810303,0,198569.69999999448,1417.9680132865906,127323,1401598,684641413,0.2047
115,"Macao",0,552668100,0.0000,24868.800000000057,16334678.970000243,3967.845139503479,0,0,0,66970.79830169678,153146554,384291451,39.8517
116,"Madagascar",70546257,45838939464,0.0032,41178.750000000015,68036.14800000093,2609.9279837608337,78235.92141723633,628478.7119999933,817.3439955711365,103777.92141723633,89152404,104050549,85.6818
117,"Malawi",88840621,31587432264,0.0088,42724.149999999114,305759.4119999939,2760.0839881896973,13473.79273223877,351936.25199998857,747.6840158700943,99474.48330688477,165800962,418372551,39.6300
118,"Malaysia",4356079322,52977555176,0.0642,53919.11000000013,150252.4939999983,5318.327101230621,0,407330.46199999354,1264.410003721714,118885.76571655273,25961186891,66766323816,38.8837
119,"Maldives",171409718,810839304,0.0392,0,2251462.283999981,4450.5,148303.0461730957,255272.93999999834,1145.5200147628784,122168.15716552734,86270021,214353973,40.2465
120,"Mali",32002220,34974889704,0.0023,41146.31000000001,23523.407999999872,2300.3279099464417,80855.13359069824,414901.1519999896,671.8319774866104,91811.88212585449,85237175,154473262,55.1792
121,"Malta",102331657,825537564,0.1007,43731.51999999975,2250849.276000016,17529.55255508423,0,261164.62800000672,1385.4599704742432,127756.43811035156,289327514,757555874,38.1922
122,"Marshall Islands",9316581,64385964,0.0156,0,456892.2000000117,0,127713.0942993164,863463.5639999718,1089.7919940948486,114087.5952758789,0,0,\N
123,"Mauritania",61788649,7331554008,0.0149,39746.42999999987,6639.371999999955,2774.016085624695,24690.59970474243,359673.1560000074,845.2080059051514,100496.15716552734,69629326,139339674,49.9709
124,"Mauritius",228742611,2011591944,0.0436,37599.51999999967,964345.1760000405,9108.431728363037,0,347748.91199998924,1244.5920310020447,116084.51669311523,53883966,135370418,39.8048
125,"Mexico",6963511474,197886394240,0.1917,48214.3599999996,103121.08800000316,6706.192153930664,136338.54418945312,237119.21599999588,1209.007975578308,116477.60473632812,13926466743,33330559315,41.7829
126,"Micronesia (country)",14270399,176747544,0.0201,0,233402.79600000227,3702.8159379959106,0,703322.963999991,959.7600073814392,105078.23574829102,0,0,\N
127,"Moldova",583196844,5066593164,0.2444,45114.18000000005,191417.9399999984,10766.339881896973,134643.48623657227,632361.0959999821,1161,111301.20236206055,183966289,373730654,49.2243
128,"Monaco",13386957,56488068,0.1111,40333.539999999535,29949930,0,0,0,0,134289,392580,867304,45.2644
129,"Mongolia",877653325,5260681404,0.0386,47086.42000000015,3065.040000000025,3747.7080059051514,110186.64047241211,712146.5639999832,1140.875982284546,108158.76425170898,515270426,1178950405,43.7059
130,"Montenegro",233124571,970722936,0.2784,0,71641.43999999872,14543.460708618164,0,599548.1400000018,1283.2919940948486,119010.23574829102,98053506,225015167,43.5764
131,"Morocco",1293470855,57984946848,0.0306,58959.96999999961,123963.84000000232,6515.53217124939,0,648838.0079999915,1061.9279837608337,118700.64047241211,3589470863,8160864818,43.9840
132,"Mozambique",226637824,51036816960,0.0045,48047.29999999901,58402.944000001364,2894.760007381439,18927.396366119385,510750.2159999889,705.888000369072,94195.79763793945,465360837,561270607,82.9120
133,"Myanmar",620926861,83869574976,0.0232,69852.97000000002,126504.10800000303,4829.759822845459,122736.27996826172,312856.99199999485,902.4840066432953,103917.23574829102,866343000,2022577617,42.8336
134,"Namibia",170720560,3973753152,0.1022,38707.67999999951,4764.744000000062,3227.5800590515137,69040.79763793945,377419.42799998756,1000.0080428123474,98623.07858276367,31945019,64936035,49.1946
135,"Nauru",3266126,19645668,0.0032,0,1056432.59999997,0,0,0,0,92818.07858276367,87043,247098,35.2261
136,"Nepal",1039650150,47287663128,0.0270,56100.310000000165,316457.6399999915,4972.175834655762,73966.53831481934,403713.756000008,931.8959970474243,109567.43811035156,3370996643,7615217941,44.2666
137,"Netherlands",7381961576,27347179140,0.0980,47015.03000000033,791803.0079999922,18498.716322898865,0,170275.07700000354,1469.8080089092255,128109.95809936523,1379837929,4078636734,33.8309
138,"New Caledonia",59839113,448856532,0.0622,0,23749.416000000485,10044.971757888794,0,0,0,120047.4047241211,13491924,33746683,39.9800
139,"New Zealand",1492754314,8052753817,0.0239,38015.69000000003,28273.917999998994,15095.16041469574,0,200021.7409999979,1445.8429911136627,127796.37142181396,2349440405,6616583334,35.5084
140,"Nicaragua",16247163,10756115460,0.0027,12421.949999999837,79980.51600000152,5447.412082672119,0,212100.76800000417,1021.6800405979156,115295.0451965332,421611824,937729337,44.9609
141,"Niger",9974967,40569956136,0.0009,23400.24999999987,26246.34000000095,2133.1440324783325,13897.943515777588,368948.7719999961,609.911990404129,96626.15716552734,67500435,103078565,65.4845
142,"Nigeria",290887665,338301802368,0.0011,44696.180000000044,324442.22399999126,2239.9560413360596,64937.05403137207,280208.1240000043,834.3719608783722,84660.11787414551,1384734118,2949392432,46.9498
143,"North Korea",0,40355455968,0.0000,0,327713.1480000013,9503.171905517578,0,497962.1879999907,0,111873.9548034668,0,0,\N
144,"North Macedonia",337019884,3240902088,0.3195,0,127864.80000000358,12631.679763793945,0,499521.02400001435,1198.1519830226898,117338.4047241211,73131460,163897657,44.6202
145,"Northern Mariana Islands",10604201,76740552,0.0426,0,185571.14399999627,0,0,301850.71200000704,0,118793.51669311523,0,0,\N
146,"Norway",1221619740,8412333552,0.0485,39050.560000000165,22387.17599999967,16738.5235748291,0,176961.16799999974,1481.4360265731812,127555.20236206055,1919599523,5163271667,37.1780
147,"Oman",426865636,7084112400,0.0719,50731.549999999945,23189.039999999448,2368.4399557113647,150775.20236206055,412297.4160000051,1258.5240361690521,120527.28094482422,92829866,202937980,45.7430
148,"Pakistan",1685234246,365056889472,0.0093,57271.850000000166,395627.0039999895,4303.439955711365,92271.63359069824,654851.987999995,862.2359712123871,104133.9548034668,26471759869,74508479407,35.5285
149,"Palau",4444913,27994032,0.0221,0,73122.87599999989,0,0,0,1278.647961616516,114087.5952758789,0,0,\N
150,"Palestine",692354433,8127117648,0.0742,56628.29000000005,1204656.6960000377,2671.84792470932,0,411628.6799999886,1095.9840066432953,114629.4047241211,53124550,244175218,21.7567
151,"Panama",957967452,6824484936,0.1428,54772.18999999983,85345.88400000198,7786.440324783325,0,198679.6079999971,1261.6199963092804,121533.48330688477,228961108,597387626,38.3271
152,"Papua New Guinea",43115197,15700783500,0.0039,49537.92999999949,28204.560000000496,3315.8159379959106,0,869192.7119999728,859.1400110721588,99846,13822128,32331971,42.7507
153,"Paraguay",710320138,10496593260,0.1900,47873.19000000005,26538.912000000277,5933.483914375305,123223.89193725586,308250.14400000265,1126.9439771175385,114939,250623925,785138543,31.9210
154,"Peru",4227958662,52708762224,0.4843,58762.03999999993,38899.69200000097,6896.339881896973,0,132748.74000000276,1202.7960155010223,118793.51669311523,22064811205,63971382767,34.4917
155,"Philippines",3870270259,178885344384,0.0352,64096.12000000027,544699.4040000156,4119.22802066803,121460.72003173828,573436.4759999905,1111.4639918804169,110264.0451965332,7136127835,16433988108,43.4230
156,"Poland",6169124213,61698858912,0.1977,43612.34999999989,191993.79600000216,15792.69548034668,0,351908.3880000067,1362.2399926185608,121874.0451965332,17289902290,43393309032,39.8446
157,"Portugal",4563724500,15899286636,0.1733,47895.10999999974,173950.30800000436,23102.351669311523,0,197899.41600000364,1337.4720346927643,127013.4047241211,1032093452,2893603310,35.6681
158,"Puerto Rico",908484038,5034733776,0.1085,0,582407.1360000035,15215.29273223877,0,167329.51200000165,0,123994.79763793945,0,0,\N
159,"Qatar",479148890,4172062788,0.0186,57529.43999999999,351894.45599998604,955.1159749031067,0,273516.120000003,1312.7039844989777,124196.0451965332,314817675,2074961781,15.1722
160,"Romania",3087876930,30432549960,0.2241,48578.50000000023,131779.69200000106,18096.11935043335,0,574224.4079999953,1281.7440140247345,117725.4047241211,2675533349,5505218353,48.5999
161,"Russia",19669038186,224016206976,0.1693,45173.639999999796,13658.004000000325,14540.363456726074,0,667647.7560000174,1275.5520014762878,112353.84283447266,21499028007,51458202371,41.7796
162,"Rwanda",128854946,21326334696,0.0068,58885.64999999942,766057.21199998,2541.8159379959106,7147.116159439087,296248.5,840.5639734268188,106842.9548034668,241521114,776764090,31.0932
163,"Saint Kitts and Nevis",5519520,73810188,0.0530,0,329515.01999999274,0,0,0,1205.8919756412506,118004.0451965332,1339952,3189974,42.0051
