150,"Niger","Africa",9974967,38551941522,0.0259,38541966555
151,"Nigeria","Africa",290887665,326063494272,0.0892,325772606607
152,"Niue","Oceania",405694,1464000,27.7113,1058306
153,"North Macedonia","Europe",337019884,3123660152,10.7893,2786640268
154,"Northern Mariana Islands","Oceania",10604201,72229318,14.6813,61625117
155,"Norway","Europe",1221619740,8146051676,14.9965,6924431936
156,"Oman","Asia",426865636,6827839600,6.2518,6400973964
157,"Pakistan","Asia",1685234246,351850697088,0.4790,350165462842
158,"Palau","Oceania",4444913,17234052,25.7915,12789139
159,"Palestine","Asia",692354433,7796362860,8.8805,7104008427
160,"Panama","North America",957967452,6515884196,14.7020,5557916744
161,"Papua New Guinea","Oceania",43115197,14919801375,0.2890,14876686178
162,"Paraguay","South America",710320138,10021941110,7.0877,9311620972
163,"Peru","South America",4227958662,50563638180,8.3617,46335679518
164,"Philippines","Asia",3870270259,175649692160,2.2034,171779421901
165,"Pitcairn","Oceania",2468,28999,8.5106,26531
166,"Poland","Europe",6169124213,59187858840,10.4230,53018734627
167,"Portugal","Europe",4563724500,15396014643,29.6422,10832290143
168,"Puerto Rico","North America",908484038,4807064936,18.8989,3898580898
169,"Qatar","Asia",479148890,4002269535,11.9719,3523120645
170,"Romania","Europe",3087876930,29331630840,10.5275,26243753910
171,"Russia","Europe",19669038186,219964234240,8.9419,200295196054
172,"Rwanda","Africa",128854946,20361965556,0.6328,20233110610
173,"Saint Barthelemy","North America",4597388,16326090,28.1598,11728702
174,"Saint Helena","Africa",1189240,3218996,36.9444,2029756
175,"Saint Kitts and Nevis","North America",5519520,69804984,7.9071,64285464
176,"Saint Lucia","North America",25568253,265850816,9.6175,240282563
177,"Saint Martin (French part)","North America",10546596,47246760,22.3224,36700164
178,"Saint Pierre and Miquelon","North America",2465942,8533250,28.8980,6067308
179,"Saint Vincent and the Grenadines","North America",8592325,153651402,5.5921,145059077
180,"Samoa","Oceania",11531798,269536680,4.2784,258004882
181,"San Marino","Europe",19727317,50265480,39.2463,30538163
182,"Sao Tome and Principe","Africa",6297439,329719850,1.9099,323422411
183,"Saudi Arabia","Asia",899097639,54067103640,1.6629,53168006001
184,"Senegal","Africa",93869759,25714931220,0.3650,25621061461
185,"Serbia","Europe",2211756947,10204247295,21.6749,7992490348
186,"Seychelles","Africa",44028393,158345530,27.8053,114317137
187,"Sierra Leone","Africa",8645157,12538538411,0.0689,12529893254
188,"Singapore","Asia",1738786215,8607732594,20.2003,6868946379
189,"Sint Maarten (Dutch part)","North America",9939844,65006432,15.2906,55066588
190,"Slovakia","Europe",1619255015,8380530675,19.3216,6761275660
191,"Slovenia","Europe",1090854338,3147966855,34.6527,2057112517
192,"Solomon Islands","Oceania",16524674,923446800,1.7895,906922126
193,"Somalia","Africa",28363145,25885934268,0.1096,25857571123
194,"South Africa","Africa",4178155267,88942417740,4.6976,84764262473
195,"South Korea","Asia",21301584955,79485449472,26.7994,58183864517
196,"South Sudan","Africa",19136989,15824099400,0.1209,15804962411
197,"Spain","Europe",12530719519,72954941488,17.1760,60424221969
198,"Sri Lanka","Asia",653299127,33184868000,1.9687,32531568873
199,"Sudan","Africa",67672611,69280067600,0.0977,69212394989
200,"Suriname","South America",75898509,913471988,8.3088,837573479
201,"Sweden","Europe",2523520859,15961165037,15.8104,13437644178
202,"Switzerland","Europe",3612727644,13040782732,27.7033,9428055088
203,"Syria","Asia",57261248,32391354288,0.1768,32334093040
204,"Tajikistan","Asia",22116779,14222535481,0.1555,14200418702
205,"Tanzania","Africa",37044971,96347193192,0.0384,96310148221
206,"Thailand","Asia",3926097296,109983234816,3.5697,106057137520
207,"Timor","Asia",22450802,1973049358,1.1379,1950598556
208,"Togo","Africa",37930423,13140319500,0.2887,13102389077
209,"Tokelau","Oceania",22326,889710,2.5094,867384
210,"Tonga","Oceania",11475636,94363561,12.1611,82887925
211,"Trinidad and Tobago","North America",157033202,2262881554,6.9395,2105848352
212,"Tunisia","Africa",1087764194,18348832260,5.9282,17261068066
213,"Turkey","Asia",15452557707,126134364544,12.2509,110681806837
214,"Turks and Caicos Islands","North America",6211043,66942864,9.2781,60731821
215,"Tuvalu","Oceania",1440148,7707800,18.6843,6267652
216,"Uganda","Africa",169773196,69504143948,0.2443,69334370752
217,"Ukraine","Europe",5134996339,58679177632,8.7510,53544181293
218,"United Arab Emirates","Asia",1062872180,14350529760,7.4065,13287657580
219,"United Kingdom","Europe",21626065606,102613582720,21.0752,80987517114
220,"United States","North America",92881443003,516568610112,17.9805,423687167109
221,"United States Virgin Islands","North America",20451648,146333609,13.9760,125881961
222,"Uruguay","South America",897412134,5058892488,17.7393,4161480354
223,"Uzbekistan","Asia",152325933,43907857664,0.3469,43755531731
224,"Vanuatu","Oceania",8413496,402875352,2.0884,394461856
225,"Vatican","Europe",35068,1199880,2.9226,1164812
226,"Venezuela","South America",552941154,41829912600,1.3219,41276971446
227,"Vietnam","Asia",8784195451,149931329112,5.8588,141147133661
228,"Wallis and Futuna","Oceania",2154790,14541384,14.8183,12386594
229,"Yemen","Asia",12468214,48860087400,0.0255,48847619186
230,"Zambia","Africa",329574587,29445992570,1.1193,29116417983
231,"Zimbabwe","Africa",242537500,24007512869,1.0103,23764975369
